"","timestamp","user","ai","conversation_id","respondent_id","interaction_count","llm_type","turn","starter","user_surprise","ai_surprise","user_surprise_raw","ai_surprise_raw","user_entropy","ai_entropy","user_transience","ai_transience","user_transience_raw","ai_transience_raw","user_resonance","ai_resonance","datatype","user_nwords","ai_nwords"
"1",2025-11-13 12:36:05.046,"who claimed they loved her. This made her hard to reach but also very lonely. She was lonely like this for many years but finally she decided","to take a chance and start attending social events again, hoping to meet someone who could help her heal and learn to trust once more. It was at one of these events,","conv_006cb479-ccd3-40d1-83fb-4b614573f636","A89X12UN9Y1T",2,3,2,"user",-0.955482219827585,-1.9498046875,4.56753434806035,1.90008370535714,132.45849609375,66.5029296875,-1.2056884765625,-0.577142333984375,3.2381591796875,4.77620239257813,0.250206256734915,-1.37266235351563,"Field",27,32
"2",2025-11-13 12:37:38.17,"that she meet another young woman just like her self who also had trust issues. They meet many times without ever talking much or becoming close.","until one evening, when they both found themselves sitting alone at a small café, each lost in their own thoughts. The atmosphere was quiet and intimate, and somehow, it seemed","conv_006cb479-ccd3-40d1-83fb-4b614573f636","A89X12UN9Y1T",3,3,3,"user",-1.38540649414062,-0.727825055803571,4.46734183175223,2.44145856584821,125.085571289062,85.4510498046875,-0.355618286132812,-0.859369659423828,3.4738037109375,3.32539520263672,-1.02978820800781,0.131544603620257,"Field",26,30
"3",2025-11-13 12:39:04.145,"as if they where destined to meet. They started talking and soon found out they had a lot in common. They started meeting more and over time they","developed a deep and meaningful connection, one that was built on mutual understanding and respect. They shared their stories, their fears, and their dreams with each other, and as","conv_006cb479-ccd3-40d1-83fb-4b614573f636","A89X12UN9Y1T",4,3,4,"user",-1.26144510904948,-1.48090536934989,2.9496337890625,1.34340471540179,88.489013671875,47.0191650390625,-0.764339256286621,-1.33937072753906,3.23076019287109,3.88763122558594,-0.497105852762858,-0.141534641810826,"Field",28,29
"4",2025-11-13 12:40:11.365,"time whent on their connection became more than just friendship it became love. For a long time they","had been afraid to acknowledge the true nature of their feelings, fearing that it might ruin the beautiful bond they had established. But as they looked into each other's eyes, they","conv_006cb479-ccd3-40d1-83fb-4b614573f636","A89X12UN9Y1T",5,3,5,"user",-2.384912109375,-1.38016270228795,4.751806640625,1.8802490234375,95.0361328125,65.8087158203125,-0.968624114990234,-0.482279205322266,3.31201324462891,5.56098251342773,-1.41628799438477,-0.89788349696568,"Field",18,31
"5",2025-11-13 12:41:41.674,"knew excaktly what the other person was feeling. They finally burst free of their prisons of isolation and oppened up for love","and allowed themselves to be vulnerable, to trust, and to surrender to the beauty of their relationship. As they embraced each other, they felt a sense of freedom and joy that","conv_006cb479-ccd3-40d1-83fb-4b614573f636","A89X12UN9Y1T",6,3,6,"user",-1.78932529025608,-1.54530639648437,5.33335989492911,1.92307477678571,144.000717163086,67.3076171875,-0.935343170166016,-0.514120483398437,2.99245910644531,5.00626220703125,-0.85398212009006,-1.03118591308594,"Field",22,31
"6",2025-11-13 12:42:58.048,"they haden't felt in ages. However they where out of training in trusting and their relationsship","was put to the test as they navigated the complexities of intimacy, communication, and compromise. They stumbled upon old patterns and fears, but this time, they had each other","conv_006cb479-ccd3-40d1-83fb-4b614573f636","A89X12UN9Y1T",7,3,7,"user",-1.7373279389881,-1.63144269670759,6.09451729910714,2.10754743303571,127.98486328125,73.76416015625,-1.11017837524414,-1.52884521484375,2.96552734375,3.54287109375,-0.627149563743954,-0.102597481863839,"Field",16,29
"7",2025-11-13 12:44:29.885,". They where determined to not let this relationship be destroyed as well and in the end they succeded. They","built a life together, one that was filled with love, laughter, and a deep understanding of each other's strengths and weaknesses. They proved to themselves that they were capable of","conv_006cb479-ccd3-40d1-83fb-4b614573f636","A89X12UN9Y1T",8,3,8,"user",-3.07745916193182,-1.7335693359375,3.75705788352273,1.06974748883929,82.6552734375,37.441162109375,-0.725978088378906,-0.646575164794922,2.79418182373047,5.16831741333008,-2.35148107355291,-1.08699417114258,"Field",20,30
"8",2025-11-13 12:46:03.031,"overcoming obstacles and regaining trust i humans. Their relationship also allowed them to open more up to other humans and form meaningfull","connections with others, and as they looked back on their journey, they realized that their love had been the catalyst for a profound transformation, one that had brought healing, growth,","conv_006cb479-ccd3-40d1-83fb-4b614573f636","A89X12UN9Y1T",9,3,9,"user",-1.45619553786058,-1.77616141183036,5.54733511117789,1.83265555245536,144.230712890625,64.1429443359375,-0.88402099609375,-0.514739990234375,3.24791259765625,3.756005859375,-0.572174541766826,-1.26142142159598,"Field",22,30
"9",2025-11-11 16:12:59.933,"She looked at the dark sea, waiting for sign of movement that was coming closer. One night a large cruiseline lit up the night. She almost felt blinded","by the thousand glowing portholes, each one a tiny world of laughter and music drifting across the water. The vessel moved like a floating city, imposs","conv_07ec1a21-00a8-494b-9747-ef2f719abd5a","4MY88EZZ8LCW",2,2,2,"ai",0.115814208984375,-1.7530517578125,6.42489624023438,4.14431467363911,205.5966796875,128.473754882812,-1.528076171875,-0.801234436035156,4.61304016113281,5.01608123779297,1.64389038085938,-0.951817321777344,"Field",28,26
"10",2025-11-11 16:15:17.707,"impossible to miss. Usually the water was calm, only a handful of ships passing by. This was not usual. Even the lights were glimmering","strangely—pulsing in rhythms that didn't match the waves. Mara pressed her face against the cold glass of the lighthouse gallery, her breath fo","conv_07ec1a21-00a8-494b-9747-ef2f719abd5a","4MY88EZZ8LCW",3,2,3,"ai",-1.30025556010585,-2.13058194247159,4.4260490171371,3.51606519294508,137.20751953125,116.030151367188,-1.13173828125,-0.992739868164063,4.63389282226562,5.08768005371094,-0.168517278855847,-1.13784207430753,"Field",24,23
"11",2025-11-11 16:18:12.806,"foggy in the chill night air. Without knowing why she grabbed the flashlight from the table and put the red lights on it, pointing it toward the ship. From one","of the upper decks, an answering flash—red, then red again, then darkness. Her heart quickened. In seven years, no ship had ever responded to","conv_07ec1a21-00a8-494b-9747-ef2f719abd5a","4MY88EZZ8LCW",4,2,4,"ai",-1.79873744419643,-2.78059895833333,4.33122907366071,3.31252959280303,151.593017578125,109.3134765625,-1.8367919921875,-0.513885498046875,4.4326171875,5.402685546875,0.0380545479910721,-2.26671346028646,"Field",30,24
"12",2025-11-11 16:20:10.304,"her, when she flashed the red lights. Lighthouses were somehow less relevent these days, but she had inherited this one from her uncle. In his will there had been","a sealed letter marked ""Open only when the red ship answers."" She'd laughed at the time, thinking it another of Uncle Gareth's eccentricities.","conv_07ec1a21-00a8-494b-9747-ef2f719abd5a","4MY88EZZ8LCW",5,2,5,"ai",-0.979471842447916,-1.85519409179688,4.51072862413194,4.45445149739583,162.38623046875,133.633544921875,-0.976017761230469,-0.610612487792968,5.23736877441406,4.25518035888672,-0.00345408121744739,-1.24458160400391,"Field",29,23
"13",2025-11-11 16:22:39.434,"She got up quickly and found the letter in a drawer. Her hands were shaking with excitement as she dragged a finger along the envelope's edge to open it and pulled","the yellowed paper free. Uncle Gareth's spidery handwriting covered the page:

*Mara, if you're reading this, they've finally","conv_07ec1a21-00a8-494b-9747-ef2f719abd5a","4MY88EZZ8LCW",6,2,6,"ai",-0.732551343513258,-3.80553567820582,3.61069187973485,2.77954943426724,119.15283203125,80.60693359375,-1.53197898864746,-0.833421325683593,4.45513496398926,4.24765777587891,0.799427645134204,-2.97211435252223,"Field",31,18
"14",2025-11-11 16:34:58.536,"found a way to cross into our world. You need to find a way to get onboard the ship, find a woman named Hilda and tell her to","stop the engine before midnight. She'll know what it means. Trust no one else. The dinghy is ready—I've kept it maintained for this moment. The","conv_07ec1a21-00a8-494b-9747-ef2f719abd5a","4MY88EZZ8LCW",7,2,7,"ai",-1.48726924773185,-2.384765625,3.41473191784274,3.48928740530303,105.856689453125,115.146484375,-0.931892395019531,-1.1742919921875,5.13528900146484,5.10455322265625,-0.555376852712324,-1.2104736328125,"Field",28,25
"15",2025-11-11 16:37:09.512,"moment the engine has been turned off, get out of there and return to safety here in the lighthouse. All will be well. Sincerely, Gareth."" Mara looked at the","clock—11:17 PM. Forty-three minutes. 

She grabbed her uncle's old peacoat from the hook and raced down the spiral stairs","conv_07ec1a21-00a8-494b-9747-ef2f719abd5a","4MY88EZZ8LCW",8,2,8,"ai",-1.96105448404948,-3.02387619018555,3.85392761230469,3.07463455200195,138.741394042969,92.2390365600586,-1.24603366851807,-0.923212432861328,4.86173610687256,4.12145385742187,-0.715020815531413,-2.10066375732422,"Field",29,19
"16",2025-11-11 16:38:57.026,"to get to the dinghy. She could make it if she rowed fast but something told her she would have to be quiet too. Sliding into the small boat she began","to row with long, steady strokes, muffling the oars as best she could. The cruise ship loomed larger with each pull, its strange pulsing","conv_07ec1a21-00a8-494b-9747-ef2f719abd5a","4MY88EZZ8LCW",9,2,9,"ai",-1.63154856363932,-2.65214347839355,3.29622734917535,2.72377014160156,118.664184570312,87.16064453125,-1.43788166046143,-0.788516235351563,3.89800548553467,4.43663024902344,-0.193666903177897,-1.86362724304199,"Field",31,24
"17",2025-11-06 12:17:02.202,"John would take a stroll in his mama van, drop K-dot off, cause I know he trynna flock on Sherane tonight. But","little did John know, K-dot, aka Kendrick Lamar, had other plans, and as he stepped out of the mama van, he whispered to John, ""Yo, Cena","conv_0bb56093-3033-4615-bb70-ebfa4135589a","VHE1FW23AMCW",2,3,2,"user",-0.250454606681034,-2.70002790178571,7.92453529094828,2.41229771205357,229.8115234375,84.430419921875,-1.62931060791016,-0.217883300781249,4.47600555419922,7.01944580078125,1.37885600122912,-2.48214460100446,"Field",22,26
"18",2025-11-06 12:17:59.759,"Hair pitch black like the midnight sky Eyes like the jungle, you're something wild Her sweet melody sings","to the rhythm of the African drums, and John's warrior spirit began to stir, as he remembered the enchanting songstress, Sherane, who had captured Kendrick's heart","conv_0bb56093-3033-4615-bb70-ebfa4135589a","VHE1FW23AMCW",3,3,3,"user",0.377636718749999,-2.03314034598214,8.62978515625,3.79677036830357,172.595703125,132.886962890625,-0.484521484375001,0.26439208984375,6.283837890625,5.59351806640625,0.862158203125,-2.29753243582589,"Field",18,26
"19",2025-11-06 12:18:18.8,"Nothing here changes, seasons go by You said, ""Hello, "" you said, ""Goodbye"" Did you run away? Mariella, where did you go?","The echoes of her name lingered in the air, as John's mind began to wander, recalling the tales Kendrick had shared about his tumultuous relationship with Sherane, but","conv_0bb56093-3033-4615-bb70-ebfa4135589a","VHE1FW23AMCW",4,3,4,"user",0.413717830882353,-2.79421397617885,5.59228515625,2.52352643694196,190.1376953125,88.3234252929688,-0.450881719589233,-0.282478332519531,5.22675051689148,7.23218383789063,0.864599550471587,-2.51173564365932,"Field",22,28
"20",2025-11-06 12:18:57.034,"Okay, I know that's borderline Compton or Paramount ""Well, is it Compton?"" ""No,"" she replied Then quickly start battin' her eyes I strictly had","to have her, and the city lights of Paramount blurred together as John's mama van sped down the boulevard, the sound of Kendrick's storytelling fading into the distance, replaced","conv_0bb56093-3033-4615-bb70-ebfa4135589a","VHE1FW23AMCW",5,3,5,"user",-0.835976736886161,-3.26398489815848,6.90042288643973,3.21018502371652,241.514801025391,112.356475830078,-0.737936401367187,0.0416015625000003,6.06270446777344,6.56181640625,-0.0980403355189736,-3.30558646065848,"Field",24,29
"21",2025-11-06 12:19:21.053,"But not enough to stop me from gettin' a nut ""I wanna come over, what's up?"" That's what I told her soon as this episode Of Martin go off,","the TV screen flickered to black, and John's eyes met Kendrick's, who was grinning mischievously, as if to say, ""You know what's","conv_0bb56093-3033-4615-bb70-ebfa4135589a","VHE1FW23AMCW",6,3,6,"user",-0.681574641047297,-1.8179715360914,5.47963735219595,1.99215260233198,202.74658203125,69.7253410816193,0.194352781772614,0.428662109375,5.23582859039307,7.54150390625,-0.875927422819911,-2.2466336454664,"Field",29,22
"22",2025-11-06 12:19:42.439,"Passin' Alameda, my gas meter in need of a pump I got enough to get me through the traffic jam At least I hope, 'cause my pockets broke","and the mama van's engine sputtered, as if echoing John's concern, but Kendrick just nodded sympathetically, his mind still preoccupied with the memories of Sherane","conv_0bb56093-3033-4615-bb70-ebfa4135589a","VHE1FW23AMCW",7,3,7,"user",-0.428854549632353,-3.92038808550153,6.23790785845588,2.33988979884556,212.0888671875,81.8961429595947,-0.308073806762695,-0.1693603515625,6.49857559204102,7.115478515625,-0.120780742869658,-3.75102773393903,"Field",28,25
